"trail_info_id","trail_system","trail_subsystem","trail_subsystem_id","trail_name","trail_color","trail_surface","trail_type","trail_difficulty","regional_trail_name","trail_desc","alt_name","cambr_name","on_street","crossing_type","length_mi","off_fpdcc","web_trail","length_ft","segment_type","direction","width","hiking","biking","cross_country","equestrian","dog_leash","no_dogs","geom"
575,north branch,North Branch Trail System,19,,red,asphault,paved,easy,,,,,no,road,0.008,no,yes,41.41,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.75273858333607 41.98300446457115, -87.7526115787664 41.98294172326736)"
576,north branch,North Branch Trail System,19,,red,asphault,paved,easy,,,,,no,none,0.592,no,yes,3126.08,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.75883707221745 41.98527548612248, -87.75786137361484 41.98482266652372, -87.75776783152963 41.98477217627481, -87.75765970479375 41.984696292072044, -87.75761234075503 41.984651099734975, -87.7575808554634 41.98460403314576, -87.75756198649091 41.984553349166234, -87.75755642597963 41.9845009104701, -87.75757294261402 41.9842481988867, -87.75763204206676 41.98409304246313, -87.75764943518428 41.9840222565759, -87.75763372269927 41.98385004433044, -87.75759748966186 41.98373069019204, -87.75759616264233 41.9836590605687, -87.75761740668723 41.98359408082864, -87.75768501147378 41.98349989857572, -87.75771658661364 41.98341627574711, -87.7577094730111 41.98321397939313, -87.75769413395888 41.98313383285179, -87.75755144560641 41.982833058720374, -87.75748823224058 41.98275720201016, -87.75738242586982 41.982662088192676, -87.75731967768012 41.98256536886912, -87.75729214335277 41.98245265257278, -87.75730191573103 41.98233554133823, -87.75729810737691 41.982225959965405, -87.75726178004204 41.982142634530796, -87.75719210168513 41.98207210051789, -87.75698043777047 41.98195420089785, -87.7568869794717 41.98188864123269, -87.75678882120202 41.98179410861212, -87.756680902029 41.9816464800754, -87.75663045006047 41.98159196689794, -87.75637093369512 41.98141793183409, -87.75628855993138 41.98137684049599, -87.75619447416317 41.98135364827876, -87.75609550478842 41.98135003875435, -87.75586916598155 41.98136156562553, -87.7557271493236 41.98134372528337, -87.7555046784792 41.98127493711821, -87.75532577925183 41.98124498981451, -87.7552596780683 41.981226698919635, -87.75520463945381 41.98120217192832, -87.75495979239822 41.98106531258973, -87.75485896985606 41.981025440377, -87.75474662101416 41.981010544656634, -87.75463356046694 41.9810220602452, -87.75453067181667 41.98105887710053, -87.7544862026491 41.981085753941144, -87.75406350162366 41.98148977745412, -87.75295420040001 41.98278849420035, -87.75273858333607 41.98300446457115)"
577,north branch,North Branch Trail System,19,,red,asphault,paved,easy,,,,,no,none,0.025,no,yes,134.23,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.74889219154443 41.98351241174586, -87.7486081548331 41.983496036793035, -87.74851050877088 41.983509982806495, -87.74841091479311 41.9835402420048, -87.74840908146876 41.98354050470951)"
578,north branch,North Branch Trail System,19,,red,asphault,paved,easy,,,,,no,underpass,0.034,no,yes,181.56,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.74955127467966 41.98350952767089, -87.7495208343233 41.98352235011164, -87.74945287875848 41.98353636147331, -87.74937617126221 41.98354031194207, -87.74889219154443 41.98351241174586)"
579,palos,Palos Trail System,22,,orange,unknown,unpaved,,,,Wolf Road Loop,,no,none,0.033,no,yes,175.94,,west,0.0,1,1,1,1,1,0,"LINESTRING (-87.89477278170143 41.7045821590237, -87.8948626276505 41.704598113357086, -87.89505804913442 41.704737184067945, -87.89516474722512 41.70483275086476, -87.89522839919489 41.70490558977248)"
580,north branch,North Branch Trail System,19,,red,asphault,paved,easy,,,,,no,underpass,0.015,no,yes,80.04,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.74840908146876 41.98354050470951, -87.74832913767175 41.98355196015942, -87.74811829418933 41.98355437888885, -87.74811623527422 41.98355401287327)"
581,sag valley,Cal-Sag Trail,5,,purple,unknown,paved,easy,Cal-Sag Trail,,,,no,none,0.232,yes,yes,1226.25,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.82014503363868 41.67844695041293, -87.82013928623772 41.67843428479619, -87.8192316402446 41.67701041907238, -87.8191100243445 41.67683270593189, -87.81890939124304 41.67656020866029, -87.81871237098362 41.67634376066651, -87.81833707784311 41.67600844002219, -87.81814312675793 41.67586865175877, -87.81803795392744 41.67580569757692, -87.81784347801197 41.6757048885813, -87.81775622035622 41.67565369151603)"
582,thorn creek,Thorn Creek Trail System,33,,red,asphault,paved,easy,,,Thorn Creek Connection,,no,none,0.079,no,yes,414.50,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.59988416442226 41.558433572945745, -87.59980586514594 41.55838149679943, -87.59975494608713 41.558346358240236, -87.59971523289718 41.55831588437082, -87.59967753640252 41.55828023103222, -87.59965845321346 41.55823607610783, -87.59963462774998 41.55818914659519, -87.59962201368768 41.55813982209514, -87.59962485634742 41.55806463358236, -87.59962593637322 41.55799397242862, -87.59961926056837 41.55795006091527, -87.59963528708846 41.55787947381145, -87.59962341540283 41.55781992014483, -87.59957770606195 41.55777696617625, -87.59946623759377 41.55769011110983, -87.59942556171085 41.55762252955334, -87.5994005182908 41.557564715973704, -87.59938989832364 41.557502195890734, -87.59939083852639 41.55742574429789)"
584,sag valley,Sag Valley Trail System,29,,yellow,unknown,unpaved,,,,,,no,bridge,0.008,no,yes,41.60,loop,,0.0,1,1,1,1,1,0,"LINESTRING (-87.86422147678414 41.6802251886638, -87.86436459860705 41.68026418019555)"
585,sag valley,Sag Valley Trail System,29,,yellow,unknown,unpaved,,,,,,no,none,0.320,no,yes,1691.12,loop,,0.0,1,1,1,1,1,0,"LINESTRING (-87.86155107200466 41.683425189839554, -87.86178358847143 41.68352006118275, -87.86212656128716 41.68353297973392, -87.8623816915455 41.68348931454238, -87.86303034586756 41.68326032776499, -87.86340191058994 41.68308675678514, -87.86372406179515 41.68275217204926, -87.8638010012545 41.6826210947053, -87.8639089935208 41.68221554951122, -87.86391155480841 41.682038541907595, -87.86388574003902 41.68152838899415, -87.86380364705425 41.68123759813636, -87.86383063518528 41.680896672626766, -87.86377642937134 41.68056801436423, -87.86401349378392 41.68029549988232, -87.86422147678414 41.6802251886638)"
586,sag valley,Sag Valley Trail System,29,,brown,unknown,unpaved,,,,,,no,none,0.218,no,yes,1148.65,,east,0.0,1,1,1,1,1,0,"LINESTRING (-87.85887156007163 41.673664960752355, -87.85878721888336 41.67384304767903, -87.85881687734998 41.673986644250014, -87.86042998089223 41.67405351560398, -87.86257287709657 41.674039285572)"
587,poplar creek,Spring Lake Trails,32,,black,unknown,unpaved,,,,,,no,none,0.118,no,yes,621.33,,,0.0,1,1,1,0,1,0,"LINESTRING (-88.209855499966 42.09226862597742, -88.21015111208561 42.091785966089034, -88.21021697913235 42.09156781332951, -88.21017749444115 42.09104461533144, -88.21000154296586 42.090638336737115)"
595,palos,John Husar I&M Canal Trail,13,,red,unknown,paved,,John Husar I&M Canal Trail,,,,no,underpass,0.011,yes,yes,55.70,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.9390179008896 41.70096485210024, -87.93918411831592 41.70087625793604)"
596,palos,John Husar I&M Canal Trail,13,,red,unknown,paved,,John Husar I&M Canal Trail,,,,no,none,0.015,yes,yes,81.25,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.93879104720219 41.700670206095644, -87.93854437606308 41.700794890391)"
597,poplar creek,Spring Lake Trails,32,,black,unknown,unpaved,,,,,,no,none,0.023,no,yes,123.38,,,0.0,1,1,1,0,1,0,"LINESTRING (-88.21749828816691 42.13481676420962, -88.21779831071102 42.13493256864166, -88.21786579364148 42.13500362937557)"
598,poplar creek,Spring Lake Trails,32,,black,unknown,unpaved,,,,,,no,none,0.132,no,yes,694.58,,,0.0,1,1,1,0,1,0,"LINESTRING (-88.21648395359264 42.13312172863192, -88.21671576201962 42.13357491557604, -88.2167918463137 42.13389692208208, -88.21694592572244 42.13411773504889, -88.2170391690118 42.134445356816784, -88.21723976885376 42.134664028054615, -88.21749828816691 42.13481676420962)"
599,poplar creek,Spring Lake Trails,32,,black,unknown,unpaved,,,,,,no,none,0.168,no,yes,886.61,,,0.0,1,1,1,0,1,0,"LINESTRING (-88.23018728172961 42.086109791252824, -88.23033922398596 42.0859944936635, -88.23047813599648 42.08572666477982, -88.23048934730834 42.08513922965202, -88.23061339428111 42.08477252244499, -88.2310245403203 42.08416190085549, -88.23114251121109 42.08409656991842, -88.23112530415794 42.083870909241455)"
600,palos,Palos Trail System,22,,orange,unknown,unpaved,,,,,,no,none,0.057,no,yes,302.64,,east,0.0,1,1,1,1,1,0,"LINESTRING (-87.85166051049256 41.72030138306584, -87.8508718260538 41.720405918123554, -87.8505919278876 41.72050152008756)"
601,calumet,Dan Ryan Trails,9,,blue,unknown,paved,,,,Dan Ryan Woods Loop,,no,none,0.228,no,yes,1205.36,loop,,0.0,1,1,1,0,1,0,"LINESTRING (-87.6803145456061 41.742482911140414, -87.68027319899247 41.74248337177186, -87.68023165963503 41.74249170569306, -87.68015000909821 41.74251963444547, -87.68011486060082 41.74253753082813, -87.68004155584003 41.74259315106087, -87.68000917025033 41.74260551028134, -87.67996639323599 41.74261740494535, -87.67990049145986 41.742625515531124, -87.67976491865852 41.742615464143185, -87.67958509819785 41.74261173256348, -87.6791839369715 41.742574457379845, -87.67903476666132 41.74256711731111, -87.67894916421096 41.74255775570841, -87.67881851042469 41.74253418229153, -87.67874500679402 41.74251430592877, -87.67868821166313 41.74249263172088, -87.67863631368662 41.742465026323444, -87.67856506940531 41.742418591439986, -87.67848216133598 41.742358241249825, -87.67843527567878 41.74231041949174, -87.67835041432181 41.7421917602463, -87.67830478652776 41.742100035953754, -87.67791100821262 41.741144475329094, -87.67777454625289 41.740845156522006, -87.67766690167173 41.74064083720358)"
602,calumet,Dan Ryan Trails,9,,blue,unknown,paved,,,,Dan Ryan Woods Loop,,no,road,0.007,no,yes,34.93,loop,,0.0,1,1,1,0,1,0,"LINESTRING (-87.68044149574914 41.742493897061436, -87.68033437062945 41.7424826902699, -87.6803145456061 41.742482911140414)"
603,calumet,Cal-Sag Trail,5,,future,unknown,paved,easy,Cal-Sag Trail,,,,no,railroad,0.017,yes,yes,88.69,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.61746202961395 41.64458931940388, -87.61746197549326 41.64458011223346, -87.6171497947166 41.64458219784863)"
604,tinley creek,Tinley Creek Trail System,34,,purple,unknown,paved,,,,,,no,none,0.584,no,yes,3084.24,loop,,0.0,1,1,1,0,1,0,"LINESTRING (-87.76412131651496 41.59254793436064, -87.76427645005205 41.59264087942583, -87.76434407073496 41.59267530515546, -87.76438029977899 41.592738741902316, -87.76438479842331 41.592884537491244, -87.76450624553716 41.59365057380137, -87.76453535457813 41.594140113131964, -87.76461081780946 41.59449083456381, -87.7648402372651 41.594723863290184, -87.76542333296179 41.595455675393076, -87.76549235093324 41.595506468551434, -87.76562738435487 41.59554541537986, -87.76576193872263 41.595552326642434, -87.7693463567023 41.59547267237932, -87.76956822194406 41.595484359504376, -87.77084492940381 41.59560537420749, -87.77118758245904 41.59564660337233, -87.77145513277374 41.59567879517777, -87.77217689649754 41.595688014538055, -87.77228680387233 41.59571042025494, -87.77237444529881 41.59575805547786)"
605,tinley creek,Tinley Creek Trail System,34,,black,unknown,paved,,,,,,no,none,0.083,no,yes,440.23,spur,south,0.0,1,1,1,0,1,0,"LINESTRING (-87.75616793642166 41.602712790056266, -87.75617631390844 41.60254504190577, -87.75622263049581 41.60245604351512, -87.75630415049596 41.602389758170254, -87.75647693740683 41.602338001629164, -87.75675954176387 41.602303512614554, -87.7570314282142 41.60218754363392, -87.75717971131101 41.602144937969285, -87.75737025612236 41.602115206736904)"
606,sag valley,Cal-Sag Trail,5,,purple,unknown,paved,easy,Cal-Sag Trail,,,,no,none,0.078,yes,yes,414.35,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.81756213309983 41.67553981332494, -87.81755986361216 41.675538481728054, -87.81730311654285 41.675422360166834, -87.81692819711171 41.67528960739408, -87.81676569992031 41.67524456412566, -87.81660028354202 41.67520595535526, -87.81643240008775 41.675173883958614, -87.81631152982767 41.67516521220758, -87.8161916670534 41.6751797572686, -87.81615773483001 41.67519028724591)"
607,sag valley,Cal-Sag Trail,5,,purple,unknown,paved,easy,Cal-Sag Trail,,,,no,road,0.013,yes,yes,67.33,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.81775622035622 41.67565369151603, -87.81756213309983 41.67553981332494)"
608,sag valley,Cal-Sag Trail,5,,purple,unknown,paved,easy,Cal-Sag Trail,,,,no,none,0.673,yes,yes,3556.00,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.83087860228157 41.68279358991437, -87.8298088167728 41.68268607587788, -87.82837431588521 41.682539178202774, -87.82773484976748 41.6824601844167, -87.82707180723254 41.682343500609775, -87.82693275708985 41.682320254825726, -87.82680767895387 41.682276203633606, -87.82675171327261 41.682232337198364, -87.82671077409505 41.68218712988607, -87.82667737577698 41.6821377345347, -87.82646473237587 41.68160044581861, -87.82644052573744 41.681559467478486, -87.82637110127234 41.68148674682864, -87.82630567025815 41.681428329383834, -87.82619896305397 41.68139268134634, -87.8261099111229 41.68138655841738, -87.82531400340964 41.681307056160755, -87.825019175877 41.681272689343935, -87.82491641975801 41.681267339593965, -87.82451631631059 41.681227371052, -87.82425137401927 41.68119559076181, -87.82407613395286 41.68116864635283, -87.82381589545128 41.68111967540623, -87.8236444564181 41.68108138352928, -87.82330744629502 41.680991464874005, -87.82306063148657 41.680912576640395, -87.82289929397093 41.68085464946334, -87.82258520045032 41.68072631353343, -87.82235788722112 41.680619449487914, -87.82218765789163 41.68053091796658, -87.82202444673115 41.680439022656095, -87.82178789865098 41.68029331473448, -87.82154709137103 41.68012763868591, -87.82142490861999 41.68002719200861, -87.82110828391542 41.679738485705414, -87.82093518960899 41.67956642077754, -87.82070437417364 41.67931094573706, -87.82053467729826 41.679076865509636, -87.82021851610995 41.678608884160056, -87.82021644375804 41.678604317317856)"
609,sag valley,Cal-Sag Trail,5,,purple,unknown,paved,easy,Cal-Sag Trail,,,,no,road,0.011,yes,yes,60.57,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.82021644375804 41.678604317317856, -87.82014503363868 41.67844695041293)"
610,sag valley,Cal-Sag Trail,5,,purple,unknown,paved,easy,Cal-Sag Trail,,,,no,none,0.038,no,yes,201.95,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.83160138270068 41.682702501134585, -87.83148646564796 41.6827097098193, -87.83140281605169 41.682725526052316, -87.83129277439747 41.682756001376454, -87.83120348839918 41.68277249638728, -87.83110762211567 41.682790369663, -87.8309827397688 41.68279826640998, -87.83087860228157 41.68279358991437)"
611,sag valley,Cal-Sag Trail,5,,purple,unknown,paved,easy,Cal-Sag Trail,,,,no,bridge,0.010,no,yes,51.61,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.8317903305083 41.682703325845395, -87.83160138270068 41.682702501134585)"
612,tinley creek,Tinley Creek Trail System,34,,blue,unknown,paved,,,,,,no,none,0.014,no,yes,75.94,,west,0.0,1,1,1,0,1,0,"LINESTRING (-87.75618556889553 41.594265360613484, -87.75628561555656 41.59407096953632)"
613,tinley creek,Tinley Creek Trail System,34,,purple,unknown,paved,,,,,,no,none,0.478,no,yes,2524.22,loop,,0.0,1,1,1,0,1,0,"LINESTRING (-87.77237444529881 41.59575805547786, -87.77239033824566 41.59672836513555, -87.77243540800332 41.59689909468866, -87.77265504935919 41.597283722073286, -87.77290644913167 41.597903141677044, -87.77334225860544 41.598675934817244, -87.77336117273644 41.598887428074434, -87.77335639106381 41.59973179763739, -87.77343193886021 41.60002730485904, -87.77349158358597 41.600329597819496, -87.7735926522466 41.60094640467785, -87.77367975865542 41.60112281972285, -87.77390985731417 41.601452827067725, -87.77432912019741 41.60201268664053, -87.77441550129109 41.60218684342392, -87.77444888593222 41.60238997955829)"
614,sag valley,Orland Grassland Trails,,,green,asphault,paved,easy,,,,,no,none,0.092,no,yes,485.62,spur,,0.0,1,1,1,0,1,0,"LINESTRING (-87.85398948952967 41.586401823261234, -87.85393210054404 41.58654951499087, -87.85383999600944 41.58663366291186, -87.85373074868056 41.58665698187331, -87.85358124460775 41.58665239569497, -87.85348829952238 41.58661238344826, -87.8533775765589 41.58659739235226, -87.85295384978308 41.58659402210387, -87.85275843091374 41.58658159794498, -87.8524363967057 41.58659345955752)"
615,poplar creek,Spring Lake Trails,32,,black,soil,unpaved,easy,,,,,no,none,0.032,no,yes,170.63,,,0.0,1,1,1,0,1,0,"LINESTRING (-88.219324266642 42.135803903147206, -88.21909205323401 42.135795815434044, -88.21888097269358 42.13577596321256, -88.21871461561597 42.13571765996573)"
616,poplar creek,Spring Lake Trails,32,,black,unknown,unpaved,,,,,,no,none,0.037,no,yes,197.27,,,0.0,1,1,1,0,1,0,"LINESTRING (-88.20575152395946 42.098577514679945, -88.20563867033783 42.09835743372659, -88.20548526206441 42.09828233087378, -88.20541668977114 42.09812120653834)"
617,palos,Palos Trail System,22,,brown,unknown,unpaved,,,,,,no,none,0.007,no,yes,37.99,,east,0.0,1,1,1,1,1,0,"LINESTRING (-87.84667521481978 41.70852895430959, -87.84653610646929 41.70852805226914)"
618,poplar creek,Spring Lake Trails,32,,black,unknown,unpaved,,,,,,no,none,0.088,no,yes,462.46,,,0.0,1,1,1,0,1,0,"LINESTRING (-88.22059381263094 42.11556224209827, -88.22038066610729 42.11539849882883, -88.22016613675957 42.11511901986289, -88.21971953002215 42.11489745953154, -88.21944392890423 42.11465248542871)"
619,poplar creek,Spring Lake Trails,32,,black,unknown,unpaved,,,,,,no,none,0.119,no,yes,628.38,,,0.0,1,1,1,0,1,0,"LINESTRING (-88.22059381263094 42.11556224209827, -88.22044528561742 42.115904954560555, -88.2200312776114 42.11655361393347, -88.2196553393632 42.11688801011154, -88.21938104844673 42.11683900877834)"
620,salt creek,Salt Creek Trail System,30,,black,asphault,paved,easy,Salt Creek Greenway,,,,no,bridge,0.104,no,yes,550.53,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.80932045366704 41.806132905983475, -87.81133907420131 41.80609589110995)"
621,sag valley,Cal-Sag Trail,5,,purple,unknown,paved,easy,Cal-Sag Trail,,,,no,none,0.232,no,yes,1222.37,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.93041587912012 41.68797020944559, -87.93039462069443 41.688000630881234, -87.93034529961749 41.68809064810952, -87.93033540503426 41.68815259649089, -87.93036441625313 41.688209636421526, -87.93041855454653 41.68826721632185, -87.93049233932769 41.688316948428465, -87.9305545850616 41.688393139169854, -87.93060204632789 41.688520983168075, -87.9306155628103 41.68855550057016, -87.9306303659997 41.68863111049563, -87.93064904751222 41.68868493776325, -87.93068329667622 41.688831359724155, -87.93070536306156 41.688878731093986, -87.93073495520555 41.68892373780817, -87.93077163245414 41.68896571075446, -87.93081485042218 41.68900402848261, -87.93091824967313 41.68906747837082, -87.93123229608965 41.689218811488765, -87.93128611850614 41.689259603122444, -87.93138897953553 41.68939068930839, -87.93144463642462 41.689447372262556, -87.93213547280584 41.689868301973654, -87.93217224306262 41.6898878754146, -87.93225397634588 41.68991616745051, -87.93236107423233 41.68994340421889, -87.93250386406861 41.690009138236526, -87.9325505266899 41.69004104828799, -87.93259398130927 41.69008650284655, -87.93262103547727 41.690133988656115, -87.93263051298568 41.69016329635774, -87.93263169949769 41.69024482138134, -87.93261946257968 41.69029761909659, -87.93261854748222 41.690332390923466, -87.93263618411893 41.690400506780044, -87.93268653739169 41.690509761962566, -87.93273254546263 41.69049784871211)"
622,calumet,Cal-Sag Trail,5,,future,unknown,paved,easy,Cal-Sag Trail,,,,no,railroad,0.009,yes,yes,47.79,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.6123261399819 41.64305285779674, -87.61220225771753 41.64296031617984)"
623,skokie,North Branch Trail System,19,,yellow,unknown,unpaved,,,,,,no,none,0.254,no,yes,1341.45,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.76794438961457 42.05835240214664, -87.7679376692863 42.058345168113384, -87.76779548580515 42.0579310832587, -87.76779712395822 42.05785275379149, -87.76782213481619 42.05776885395301, -87.7679812396791 42.05747803910144, -87.76801304137402 42.057359280371124, -87.76802058763883 42.05717710510222, -87.76808125507891 42.05706484392259, -87.76819037481611 42.05689344608374, -87.76824026720416 42.05675588197044, -87.76820948530572 42.05659956591432, -87.7681582240917 42.056511665202315, -87.76802716043238 42.05649044978317, -87.76759332109441 42.05654292411219, -87.76741759793128 42.0565397994023, -87.76732919224031 42.05652090949347, -87.76721259447717 42.05643582760587, -87.76707486577102 42.05631426111646, -87.76701396668399 42.05624792578655, -87.7667060078865 42.055653731777, -87.7666123135355 42.05554290654026)"
626,sag valley,Sag Valley Trail System,29,,green,unknown,unpaved,,,,,,no,none,0.998,no,yes,5267.93,,west,0.0,1,1,1,0,1,0,"LINESTRING (-87.887313665643 41.67692962890308, -87.88755383619453 41.67637982814077, -87.88767148108033 41.67622004615381, -87.88782106414999 41.67612369054447, -87.88796582738358 41.67606106986487, -87.88808019437435 41.67601610168169, -87.88833514174378 41.67596842193106, -87.88932560469001 41.67587466512427, -87.88936842472074 41.67584662771903, -87.88939772812945 41.67570204529648, -87.88944008521753 41.67564179551728, -87.88951173319091 41.67559477146404, -87.88962474651983 41.67555796016391, -87.89010409829754 41.6755310523068, -87.89070282163215 41.67554078795701, -87.89102759405017 41.675453957402496, -87.89113926375889 41.67542970530337, -87.8912785235783 41.6754349589793, -87.89139366086549 41.675478051073156, -87.89146335730184 41.67548457996744, -87.89152081865618 41.67545368337511, -87.8916448997482 41.67532018532286, -87.89177546996582 41.67523262850588, -87.89200751469309 41.67513255261754, -87.8922257621497 41.6749550548605, -87.89233748154398 41.674913598306425, -87.89245418177315 41.6749053048162, -87.89273858937 41.67491527119378, -87.89282434672306 41.67488823392744, -87.89292241425768 41.67483077247281, -87.89336878418554 41.6745300012132, -87.8935819237974 41.67447364651172, -87.89406803811953 41.67452569692957, -87.89455155295651 41.67449683933259, -87.89476462863361 41.67433730885335, -87.89506981013392 41.67423472263111, -87.89522353435763 41.674126072397655, -87.89598166698015 41.673887149157494, -87.89648864317073 41.67348442749779, -87.89685541942315 41.673382389637894, -87.89714277152463 41.67336253561602, -87.89755126262722 41.673508795036994, -87.89802333752968 41.67423445710139, -87.89815390271967 41.67468721028038, -87.89799968466886 41.67509837141761, -87.89801734561861 41.67521267962374, -87.89817469547484 41.67535348868456, -87.89843524800568 41.675437866222246, -87.8986370599058 41.675444068996306, -87.89924862423699 41.67586214874962, -87.89957874645471 41.67587745922833, -87.89969074129797 41.675941550863165, -87.90024263123988 41.676068406640034, -87.90060566789997 41.67625942541618, -87.90106407144931 41.676599742667804, -87.90183817978465 41.676801831269394)"
627,sag valley,Cal-Sag Trail,5,,purple,unknown,paved,easy,Cal-Sag Trail,,,,no,none,0.250,no,yes,1317.46,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.88158545940256 41.68783920222204, -87.8815065081162 41.68782146799379, -87.88116586303609 41.68772000210846, -87.88095668157256 41.6876634508168, -87.88074452609575 41.68761351777734, -87.88052976573964 41.6875702860725, -87.88031277973111 41.687533834710344, -87.88009394741397 41.687504225550086, -87.87888788881644 41.68735755676911, -87.87807026265152 41.68724165708926, -87.87772404173076 41.68719743002781, -87.87699749691224 41.68709426613572, -87.87688070658123 41.68710630100316)"
628,salt creek,Arie Crown Trails,1,,black,unknown,unpaved,,,,,,no,road,0.004,no,yes,23.22,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.87749166563094 41.76723367982911, -87.87741668588276 41.76726383422306)"
629,north branch,North Branch Trail System,19,,red,asphault,paved,easy,,,,,no,road,0.010,no,yes,54.38,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.74580093029283 41.978568297692384, -87.74577714547975 41.97854463724551, -87.74573551966272 41.97851455011244, -87.74565225745644 41.978470088834875)"
630,north branch,North Branch Trail System,19,,red,asphault,paved,easy,,,,,no,none,0.018,no,yes,95.57,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.74565225745644 41.978470088834875, -87.74563106690312 41.9784587732484, -87.7455681223421 41.978404681765106, -87.74546439646157 41.97825200840154)"
631,north branch,North Branch Trail System,19,,red,asphault,paved,easy,,,,,no,road,0.008,no,yes,43.37,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.74546439646157 41.97825200840154, -87.74539227439647 41.978145851979356)"
632,north branch,North Branch Trail System,19,,red,asphault,paved,easy,,,,,no,road,0.006,no,yes,30.20,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.74256453778581 41.977512505393335, -87.74245376298569 41.97751862750558)"
633,poplar creek,Spring Lake Trails,32,,black,unknown,unpaved,,,,,,no,none,0.098,no,yes,519.39,,,0.0,1,1,1,0,1,0,"LINESTRING (-88.21977873308887 42.104068350928095, -88.22023764886588 42.10389785064132, -88.22094602833712 42.10385179438023, -88.22127003753916 42.10370792289891, -88.22140077848445 42.10372771856658, -88.22149769007041 42.10384010369329)"
634,north branch,North Branch Trail System,19,,red,asphault,paved,easy,Grand Illinois Trail,,,,no,road,0.010,no,yes,50.25,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.77627992561669 42.0487273418137, -87.7763630579918 42.048604148926735)"
635,indian boundary,Des Plaines River Trail System,11,,black,unknown,unpaved,,,,,,no,none,0.121,no,yes,636.47,spur,south,0.0,1,1,1,1,1,0,"LINESTRING (-87.83507296446362 41.92008026496476, -87.83479817878846 41.920182456154, -87.83463783834517 41.920191475529414, -87.83411868675408 41.920146494197695, -87.83361251670786 41.92023395261707, -87.8332241973173 41.92026065028453, -87.83279965852762 41.92034329853366)"
636,thorn creek,Burnham Greenway Trail System,2,,black,asphault,paved,easy,Burnham Greenway Trail,,,,no,none,0.148,no,yes,782.75,,,10.0,1,1,1,0,1,0,"LINESTRING (-87.55214532814946 41.601259739182595, -87.55185691095332 41.60126123639937, -87.55151286705198 41.60129541268807, -87.55088077289523 41.60139604402844, -87.5505903513115 41.601402138674956, -87.550196264846 41.60133824743349, -87.5496706388109 41.601267009370275, -87.54948481000068 41.60128009415708, -87.54935525026221 41.60135761045286)"
637,salt creek,Salt Creek Trail System,30,,red,asphault,paved,easy,Salt Creek Greenway,,,,no,bridge,0.087,no,yes,457.82,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.88030598126731 41.847301301150424, -87.88030736627495 41.84730142096958, -87.88093891202665 41.848464533044634)"
638,poplar creek,Poplar Creek Trail System,26,,black,unknown,unpaved,,,,,,no,none,0.055,no,yes,288.07,,west,0.0,1,1,1,1,1,0,"LINESTRING (-88.19831973355005 42.04690012482649, -88.19833595536633 42.047690553946055)"
639,poplar creek,Spring Lake Trails,32,,black,unknown,unpaved,,,,,,no,none,0.026,no,yes,137.21,,,0.0,1,1,1,0,1,0,"LINESTRING (-88.20144069953027 42.134846105821474, -88.20147430203527 42.134913633713666, -88.20110118209405 42.135038537940865)"
640,poplar creek,Spring Lake Trails,32,,black,unknown,unpaved,,,,,,no,none,0.357,no,yes,1884.21,,,0.0,1,1,1,0,1,0,"LINESTRING (-88.22834372711824 42.120864693490304, -88.22831193063836 42.120715842970114, -88.22821547709309 42.120601432678036, -88.22835641694701 42.120425387958214, -88.22839149381238 42.119820913936316, -88.22832063450626 42.11925341572899, -88.22837579600586 42.117613768727935, -88.2297211374334 42.11604096237999)"
641,poplar creek,Poplar Creek Trail System,26,,brown,unknown,unpaved,,,,,,no,none,0.121,no,yes,636.68,loop,,0.0,1,1,1,1,1,0,"LINESTRING (-88.20370913450913 42.06070817629279, -88.2035319730614 42.06065959783152, -88.20336724310219 42.06051660955025, -88.20327420435054 42.06037694359719, -88.20365242804388 42.05914672006314)"
