"poi_info_id","point_type","public_access","latitude","longitude","web_poi","web_street_addr","web_muni_addr","parking_connection_id","parking_info_id","maintenance_div","maintenance_div_nickname","name","alt_name","alt2_name","accessible","bike_parking","bike_rental","birding","boat_ramp","boat_rental","camping","canoe","comfortstation","cross_country","cycling","disc_golf","dog_friendly","dog_leash","drinkingwater","driving_range","drone","ecological","equestrian","fitness_stairs","fishing","ice_fishing","gas_powered","golf","hiking","indoor_rental","large_capacity","m_airplane","m_boat","nature_center","nature_preserve","natureplay","no_alcohol","no_dogs","no_fishing","no_parking","overlook","pavilion","public_building","picnic_grove","shelter","skating_ice","skating_inline","sledding","snowmobile","swimming","toboggan","volunteer","zip_line","bathroom_building_winter","bathroom_building_summer","bathroom_building_ada","bathroom_portable_summer","bathroom_portable_winter","bathroom_portable_ada","shower","dining_hall","sanitation_station","camp_store","accessible_shelter","accessible_canoe","accessible_boat","accessible_fishing","accessible_campsite","fall_color","web_map_geom","geom"
102,nature preserve,,41.6907763361266,-87.8648260077967,yes,,"Cook County, IL 60480",255,0,Palos,,McMahon Woods and Fen Nature Preserve,Palos,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.86482600779671 41.690776336126625)
103,activity area,,42.0177071722735,-87.871345471108,yes,,"Cook County, IL 60018",,0,Indian Boundary,Campground Woods,Algonquin Woods,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.87134547110801 42.01770717227349)
108,nature preserve,,42.1407745871072,-88.1170300567156,yes,,"Cook County, IL 60010",201,0,Northwest,,Baker's Lake Nature Preserve,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-88.11703005671563 42.14077458710722)
109,nature preserve,,42.0149018772805,-88.2550235118052,yes,,"Elgin, IL 60120",215,0,Northwest,,Bluff Spring Fen Nature Preserve,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-88.25502351180525 42.01490187728047)
111,activity area,,41.6747062334725,-87.871990356623,yes,"S Willow Springs Rd, north of McCarthy Rd","Cook County, IL 60464",,53,Palos,,Cherry Hill Woods,Edward M. Sneed Forest,Palos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.87199035662304 41.674706233472484)
112,activity area,,41.6845137493452,-87.8730180938894,yes,"S Willow Springs Rd, south of Calumet Sag Rd/Rte 83","Cook County, IL 60464",,61,Palos,,Teason's Woods,Edward M. Sneed Forest,Cap Sauers Holding Nature Preserve,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.87301809388939 41.68451374934519)
113,camp,,41.6053777938954,-87.563037210153,yes,"15810 S Torrence Ave","South Holland, IL 60473",,92,Thorn Creek ,Shabbona,Camp Shabbona Woods,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,POINT (-87.563037210153 41.60537779389543)
114,activity area,,42.1291200069162,-87.7905468027301,yes,,"Northbrook, IL 60062",,0,North Branch,,Sunset Ridge Woods,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.79054680273012 42.129120006916246)
115,activity area,,41.6709962007381,-87.8707244550487,yes,"104th Ave, north of McCarthy Rd","Cook County, IL 60464",,269,Palos,,Horsetail Lake,Edward M. Sneed Forest,Palos,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.87072445504872 41.670996200738095)
116,activity area,,41.6658101653649,-87.8622604736192,yes,"McCarthy Rd, west of S La Grange Rd","Cook County, IL 60464",,234,Palos,,Papoose Lake,Palos,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.86226047361924 41.66581016536487)
117,activity area,,41.6758161324748,-87.8594651324698,yes,"S La Grange Rd, south of 119th St","Cook County, IL 60464",,55,Palos,,Swallow Cliff Woods-South,Edward M. Sneed Forest,Palos,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.8594651324698 41.67581613247479)
118,activity area,,41.6738999668239,-87.8509470028645,yes,"119th St, east of S La Grange Rd","Cook County, IL 60464",,54,Palos,,Forty Acre Woods,Palos,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.85094700286454 41.673899966823875)
119,activity area,,41.6762326725192,-87.8447902310203,yes,"Kean Ave, north of 119th St","Cook County, IL 60464",,56,Palos,,McClaughrey Spring Woods,Palos,,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,POINT (-87.84479023102031 41.67623267251923)
120,activity area,,41.6754815523234,-87.838641587842,yes,"119th St, west of S 86th Ave","Cook County, IL 60464",,58,Palos,Palos #2,Palos Park Woods-South,Palos,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.83864158784203 41.67548155232338)
121,activity area,,41.6779966092015,-87.8315716970369,yes,"S 86th St, south of Calumet Sag Rd/Rte 83","Cook County, IL 60464",,57,Palos,,Paddock Woods,Palos,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.83157169703688 41.677996609201465)
122,activity area,,41.6807292844607,-87.8421150726464,yes,"Kean Ave, south of Calumet Sag Rd/Rte 83","Cook County, IL 60464",,59,Palos,Palos #1,Palos Park Woods-North,Palos,,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,,POINT (-87.84211507264638 41.680729284460675)
123,activity area,,41.6807903011506,-87.860885665096,yes,"Calumet Sag Rd/Rte 83, west of La Grange Rd/96th Ave","Cook County, IL 60464",,60,Palos,Swallow Stairs,Swallow Cliff Woods-North,Edward M. Sneed Forest,Palos,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,POINT (-87.86088566509599 41.68079030115062)
124,activity area,,41.6502583772824,-87.9094333632082,yes,"S Will Cook Rd, south of W 131st St","Cook County, IL 60467",,153,Palos,,Tampier Lake-West,John J. Duffy Preserve,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,,POINT (-87.90943336320815 41.65025837728245)
125,activity area,,41.6519603013653,-87.9032242461483,yes,W 131st St west of S Wolf Rd,"Cook County, IL 60464",,271,Palos,,Tampier Lake-North,John J. Duffy Preserve,Tampier Slough,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.90322424614834 41.651960301365285)
126,activity area,,41.6493150737333,-87.9006506263722,yes,W 131st St west of S Wolf Rd,"Cook County, IL 60467",,272,Palos,,Tampier Lake Boating Center,John J. Duffy Preserve,Tampier Slough,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.90065062637217 41.64931507373331)
127,activity area,,41.6307531943058,-87.8655984789908,yes,"143rd St, west of Southwest Hwy","Orland Park, IL 60462",,274,Tinley Creek,,Orland Grove,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,POINT (-87.86559847899078 41.63075319430578)
128,activity area,,41.6490934875763,-87.7929001741508,yes,"W 135th St, east of Harlem Ave","Cook County, IL 60463",,48,Tinley Creek,,Arrowhead Lake,,,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,,POINT (-87.79290017415084 41.64909348757625)
129,activity area,,41.6456317853594,-87.7709356179927,yes,"W 135th St, east of S Ridgeland Ave","Cook County, IL 60463",,87,Tinley Creek,,Cooper's Hawk Family Picnic Area,,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.7709356179927 41.645631785359384)
130,activity area,,41.6507179743831,-87.7613509580493,yes,"Central Ave, north of W 135th St","Cook County, IL 60463",,50,Tinley Creek,,Elizabeth A. Conkey Forest-North,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,,POINT (-87.76135095804926 41.650717974383134)
131,activity area,,41.6479812835114,-87.7631613291401,yes,"W 135th St, west of Central Ave","Cook County, IL 60463",,51,Tinley Creek,,Elizabeth A. Conkey Forest-South,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,,POINT (-87.7631613291401 41.64798128351137)
132,activity area,,41.6347141374021,-87.7657482919244,yes,"W Midlothian Turnpike/W 143rd St, east of S Ridgeland Ave","Cook County, IL 60445",,84,Tinley Creek,,Rubio Woods,,,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,,POINT (-87.76574829192441 41.63471413740206)
133,activity area,,41.6289977760986,-87.7772896823127,yes,"Ridgeland Ave, south of E 143rd St","Cook County, IL 60452",,182,Tinley Creek,,Goeselville Grove Family Picnic Area,,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.7772896823127 41.62899777609857)
134,activity area,,41.629363946526,-87.7840838379399,yes,"Oak Park Ave, south of E 143rd St","Cook County, IL 60452",,86,Tinley Creek,,Carlson Springs Woods,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.78408383793989 41.62936394652602)
135,activity area,,41.6331265815872,-87.785795833474,yes,"W 143rd St, west of Oak Park Ave","Cook County, IL 60463",,183,Tinley Creek,,Bachelor's Grove Woods,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.78579583347404 41.63312658158719)
136,camp,,41.6254711238841,-87.7875399040597,yes,"14630 Oak Park Ave","Oak Forest, IL 60452",,181,Tinley Creek,,Camp Sullivan,Camp Falcon,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,,POINT (-87.78753990405974 41.625471123884125)
137,activity area,,41.6175898948688,-87.8020838028554,yes,"151st St, west of Harlem Ave","Cook County, IL 60462",,279,Tinley Creek,,Catalina Grove Family Picnic Area,,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.80208380285538 41.61758989486884)
138,activity area,,41.6002202294385,-87.7844127859421,yes,"Oak Park Ave, south of 159th St","Cook County, IL 60477",,164,Tinley Creek,,Bremen Grove,,,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,POINT (-87.78441278594208 41.600220229438506)
140,activity area,,41.5921483824835,-87.7571073004077,yes,"Central Ave, north of 167th St","Cook County, IL 60477",,165,Tinley Creek,,Yankee Woods,,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,,POINT (-87.75710730040767 41.59214838248349)
141,activity area,,41.6550125575115,-87.6398358425016,yes,"Forest View Ave, east of S Halsted St","Riverdale, IL 60827",,89,Calumet,,Whistler Woods,,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.63983584250164 41.65501255751149)
142,golf course,,41.6537129128649,-87.6440941140805,yes,"13100 S Halsted St","Riverdale, IL 60827",,266,Calumet,,"Joe Louis ""The Champ"" Golf Course",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.64409411408047 41.653712912864904)
143,activity area,,41.6509976163684,-87.6584663321191,yes,"Jackson St, east of S Ashland Ave","Cook County, IL 60827",,290,Calumet,,Little Calumet Boat Launch,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.6584663321191 41.650997616368386)
144,activity area,,41.6454849544571,-87.6646258904095,yes,Ashland Ave &amp; Charles Dr,"Riverdale, IL 60827",,82,Calumet,,Calumet Woods,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.6646258904095 41.6454849544571)
145,activity area,,41.6312513498329,-87.6443048463572,yes,"Halsted St, south of W 144th St","Riverdale, IL 60827",,289,Calumet,,Kickapoo Woods,,,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,POINT (-87.6443048463572 41.631251349832944)
146,activity area,,41.6539155287239,-87.5914699374948,yes,"E 132nd St, east of S Greenwood Ave","Chicago, IL 60827",,301,Calumet,,Beaubien Woods Boat Launch,Flatfoot Lake,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,POINT (-87.5914699374948 41.65391552872385)
147,activity area,,41.65051908582,-87.5823529207047,yes,"W Doty Ave S, southeast of E 130th St &amp; S Ellis Ave","Chicago, IL 60827",,321,Calumet,Flatfoot,Beaubien Woods,Flatfoot Lake,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,,POINT (-87.58235292070465 41.65051908581997)
148,golf course,,41.6356994124583,-87.5349333248425,yes,"14201 S Burnham Ave","Burnham, IL 60633",,299,Calumet,,Burnham Woods Golf Course,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.53493332484246 41.63569941245829)
149,activity area,,41.642737759941,-87.534615281289,yes,"S Brainard Ave, east of S Burnham Ave/S Ave O","Burnham, IL 60633",,298,Calumet,,Powderhorn Lake,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.53461528128899 41.642737759941035)
150,nature center,yes,41.6059330105483,-87.5657494562066,yes,"15891 Paxton Ave","South Holland, IL 60473",,303,Thorn Creek ,Nature Center,Sand Ridge Nature Center,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.5657494562066 41.60593301054832)
152,activity area,,41.6036367462207,-87.5576080899235,yes,"Torrence Ave, north of 159th St/River Oaks Dr","Calumet City, IL 60409",,91,Thorn Creek ,Clayhole,Clayhole Woods,Green Lake Woods,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.55760808992349 41.603636746220666)
153,activity area,,41.6042830636671,-87.5563066701709,yes,"Torrence Ave, north of 159th St/River Oaks Dr","Calumet City, IL 60409",,93,Thorn Creek ,Green Lake,Green Lake Woods,,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,POINT (-87.55630667017087 41.604283063667054)
154,activity area,,41.6074573111896,-87.5345571792197,yes,Freeland Ave &amp; Warren St,"Calumet City, IL 60409",,302,Thorn Creek ,Playfield,Calumet City Playfield,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.53455717921969 41.60745731118964)
156,golf course,,41.5991916877391,-87.5757276386904,yes,"1 Park Avenue","Calumet City, IL 60409",,304,Thorn Creek ,,River Oaks Golf Course,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.57572763869038 41.599191687739086)
158,activity area,,41.5620392188404,-87.6096847806158,yes,"S Hunter St, south of E Margret St","Thornton, IL 60476",,110,Thorn Creek ,Brownell,Brownell Woods,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.60968478061584 41.562039218840354)
159,activity area,,41.5559127305861,-87.599426852093,yes,"Cottage Grove Ave, north of Glenwood Lansing Rd","Cook County, IL 60476",,112,Thorn Creek ,,Sweet Woods,,,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,,POINT (-87.59942685209305 41.5559127305861)
160,activity area,,41.5486782054107,-87.6223050257519,yes,"Chicago Heights Glenwood Rd, west of S William St","Glenwood, IL 60425",,108,Thorn Creek ,Glenwood North,Glenwood Woods-North,,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,POINT (-87.62230502575191 41.54867820541072)
161,activity area,,41.5468326067146,-87.6195062007883,yes,"Chicago Heights Glenwood Rd, west of S William St","Glenwood, IL 60425",,196,Thorn Creek ,Glenwood South,Glenwood Woods-South,,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.61950620078834 41.54683260671462)
162,activity area,,41.5537014141237,-87.5935497088919,yes,"183rd St, east of Cottage Grove Ave","Cook County, IL 60476",,111,Thorn Creek ,Jurgensen,Jurgensen Woods,,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.59354970889191 41.55370141412374)
163,activity area,,41.5530212348526,-87.5749150615736,yes,"Stoney Island Ave, south of 186th St","Cook County, IL 60411",,264,Thorn Creek ,Flying Field,Thorn Creek Model Airplane Flying Field,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.57491506157363 41.553021234852636)
164,activity area,,41.5437269795953,-87.560187841624,yes,"Glenwood Lansing Rd, west of Torrence Ave","Cook County, IL 60411",,102,Thorn Creek ,North Creek,North Creek Meadow,,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.56018784162397 41.54372697959533)
165,activity area,,41.5562677951208,-87.5508426857173,yes,"186th St, east of Torrence Ave","Cook County, IL 60438",,322,Thorn Creek ,Lansing,Lansing Woods,,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.55084268571731 41.55626779512079)
166,activity area,,41.519017663595,-87.6299692448015,yes,"E Joe Orr Rd, east of S Halsted St","Chicago Heights, IL 60411",,101,Thorn Creek ,Joe Orr,Joe Orr Woods,,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.62996924480153 41.51901766359501)
